appid,name,price,recommendations,metacritic,controller_support,developers,publishers,platforms_windows,platforms_mac,platforms_linux,release_date,minimum_req,recommended_req,categories,genres,header_image
2271040,Domino Galaxy,$1.99,N/A,N/A,N/A,Papangu Games,Papangu Games,True,False,False,"Apr 12, 2023","{'OS *': 'Windows 7 SP1+', 'Processor': '2 Ghz Dual Core', 'Memory': '2 GB RAM', 'Graphics': 'Graphics card supporting DirectX 9.0c', 'DirectX': 'Version 9.0c', 'Storage': '100 MB available space', 'Sound Card': 'Any'}",{},"['Single-player', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2271040/header.jpg?t=1681365087
2095300,Breakout 13,$9.99,6637,N/A,N/A,ALT Lab,ALT Lab,True,True,True,"Jan 8, 2023","{'OS': 'Windows 10 (64Bit)', 'Processor': 'Core i3 / AMD equivalent', 'Memory': '6 GB RAM', 'DirectX': 'Version 11', 'Network': 'Broadband Internet connection', 'Storage': '15 GB available space'}","{'OS': 'Windows 10 (64Bit)', 'Processor': 'Intel i5 or AMD equivalent or above', 'Memory': '8 GB RAM', 'DirectX': 'Version 11', 'Network': 'Broadband Internet connection', 'Storage': '15 GB available space'}","['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2095300/header.jpg?t=1735374248
1267410,Kurogane of the sky,$4.99,N/A,N/A,N/A,hukurou91,hukurou91,True,False,False,"Apr 17, 2020","{'OS *': 'windows 7', 'Processor': 'Intel(R) Core(TM) i7-26700QM', 'Memory': '8 GB RAM', 'DirectX': 'Version 11', 'Storage': '500 MB available space'}","{'OS': 'windows 10', 'Processor': 'Intel(R) Core(TM) i7-7700', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GT 730', 'DirectX': 'Version 12', 'Storage': '500 MB available space'}","['Single-player', 'Family Sharing']","['Simulation', 'Strategy', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1267410/header.jpg?t=1587622199
2829040,Orion Everton: Mysteries of Metrosomia,Free,N/A,N/A,N/A,Arada Games,Arada Games,True,False,False,To be announced,"{'OS': 'Windows 10+', 'Processor': 'Intel i3-6100U', 'Memory': '4 GB RAM', 'Graphics': 'Intel UHD Graphics 620', 'Storage': '250 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2829040/header.jpg?t=1708701884
1183160,Quantum Runners,$14.99,N/A,N/A,full,RigidBody,RigidBody Tech LLC,True,False,False,"Aug 10, 2021","{'OS': 'Windows 10', 'Processor': '64 bit', 'Memory': '16 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 760 2GB - AMD Radeon R7 370X 2GB', 'DirectX': 'Version 12', 'Network': 'Broadband Internet connection', 'Storage': '1 GB available space', 'Sound Card': 'Any Native'}","{'OS': 'Windows 10', 'Processor': '64 bit multi core', 'Memory': '32 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 1060 6GB - AMD Radeon RX 480 8GB', 'DirectX': 'Version 12', 'Network': 'Broadband Internet connection', 'Storage': '1 GB available space', 'Sound Card': 'Any Native', 'Additional Notes': 'Developed with Intel Core i7-9750H CPU @ 2.60GHz (12 CPUs)'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Indie', 'Racing', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1183160/header.jpg?t=1628605427
2107420,Projekt Everblood,$4.99,N/A,N/A,full,Team Tailored,Team Tailored,True,False,False,"Aug 25, 2022","{'OS *': 'Windows 7', 'Processor': '2.0 GHz+, 32-bit', 'Memory': '4 GB RAM', 'Graphics': 'GeForce GTX 750 Ti', 'DirectX': 'Version 11', 'Storage': '120 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",['Action'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2107420/header.jpg?t=1661420688
2091730,Ideal Nightmare,$6.99,N/A,N/A,N/A,Flying Penguin Productions,Flying Penguin Productions,True,True,True,"Nov 23, 2022","{'OS *': 'Windows 7 (SP1+), Windows 10 and Windows 11', 'Processor': 'x86, x64 architecture with SSE2 instruction set support.', 'Memory': '500 MB RAM', 'Graphics': 'DX10, DX11, DX12 capable.', 'Storage': '1 GB available space'}",{},"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2091730/header.jpg?t=1707324727
3165280,3D PUZZLE - Apocalyptic Wasteland,$9.99,N/A,N/A,N/A,PUZZLE Games,Hede,True,True,True,"Sep 20, 2024","{'OS *': 'Windows 7/8/10', 'Processor': '3GHz Dual Core Processor', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GeForce 450 or higher with 1GB Memory', 'Storage': '2 GB available space'}",{},"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3165280/header.jpg?t=1726826531
1249750,Touch Typing Home Row Speed Grinder,$9.99,N/A,N/A,N/A,Bladevampirek,Bladevampirek,True,False,False,"Apr 2, 2020","{'OS': 'Windows', 'Processor': '1.4 gHz', 'Memory': '500 MB RAM', 'Graphics': 'Video Card: 128mb Video Memory.', 'Storage': '17 MB available space', 'Sound Card': 'Basic.', 'Additional Notes': 'You only have to watch videos from Youtube in order to learn how to use the program, there is no in-game audio.'}","{'OS': 'Windows', 'Processor': '1.6 gHz', 'Memory': '1 GB RAM', 'Graphics': 'Video Card: 128mb Video Memory or Above.', 'Storage': '20 MB available space', 'Sound Card': 'Basic.', 'Additional Notes': 'You only have to watch videos from Youtube in order to learn how to use the program, there is no in-game audio.'}","['Single-player', 'Family Sharing']",['Strategy'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1249750/header.jpg?t=1604057847
241260,Sherlock Holmes: Crimes and Punishments,$29.99,6286,77,full,Frogwares,Frogwares,True,False,False,"Sep 29, 2014","{'OS *': 'WINDOWS VISTA SP2/WINDOWS 7/WINDOWS 8', 'Processor': 'AMD/INTEL DUAL-CORE 2.4 GHZ', 'Memory': '2048 MB RAM', 'Graphics': '256 MB 100% DIRECTX 9 COMPATIBLE AMD RADEON HD 3850/NVIDIA GEFORCE 8600 GTS OR HIGHER', 'DirectX': 'Version 9.0c', 'Storage': '14 GB available space', 'Sound Card': 'DIRECTX 9 COMPATIBLE', 'Additional Notes': 'INTERNET CONNECTION REQUIRED FOR THE GAME ACTIVATION'}",{},"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['Adventure'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/241260/header.jpg?t=1693291960
1186640,Pumpkin Jack,$29.99,5704,71,full,Nicolas Meyssonnier,"Headup, Beep Japan",True,False,False,"Oct 23, 2020","{'OS *': 'Windows 7', 'Processor': 'Intel Core i5-3330 3.0 GHz, AMD FX-8300 3.3 GHz', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 760, Radeon R9 270', 'DirectX': 'Version 11', 'Storage': '5 GB available space'}","{'OS': 'Windows 10', 'Processor': 'Intel Core i5-4690 3.5 GHz, AMD Ryzen 3 1300X 3.5 GHz', 'Memory': '6 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 1050Ti, Radeon RX 560', 'DirectX': 'Version 11', 'Storage': '5 GB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1186640/header.jpg?t=1717677127
2559060,Totality,Free,N/A,N/A,N/A,Colin Ogren,Colin Ogren,True,False,False,"Nov 4, 2023","{'OS': 'Windows 10+', 'Processor': 'Intel i3-6100 / AMD Ryzen 3 1200, FX4350 or greater', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GTX 960 4GB / AMD Radeon R9 290 or greater', 'Storage': '493 MB available space', 'VR Support': 'OpenXR, motion controllers, XBox One Controller, keyboard, standing, sitting'}","{'OS': 'Windows 10+', 'Processor': 'Intel i5-4590 / AMD Ryzen 5 1500X or greater', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GTX 970 / AMD Radeon R9 290 or greater', 'Storage': '493 MB available space', 'VR Support': 'OpenXR, motion controllers, XBox One Controller, keyboard, standing, sitting'}","['Single-player', 'Tracked Controller Support', 'VR Only']","['Casual', 'Free To Play']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2559060/header.jpg?t=1699111643
2070190,Alice in Wonderland Jigsaw Puzzle,$1.99,N/A,N/A,N/A,Moby Geek Studios,Moby Geek Studios,True,True,False,"Sep 26, 2022","{'OS *': 'Windows 64 bits (7/8/10/11)', 'Processor': '64 bits (Intel/AMD)', 'Memory': '2 GB RAM', 'Graphics': 'DirectX / OpenGL capable GPU', 'Storage': '1 GB available space', 'Sound Card': 'Any', 'Additional Notes': 'Tested on Windows 10'}",{},"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2070190/header.jpg?t=1664188302
3176710,Idle Aquarium,$4.99,N/A,N/A,N/A,Triple Tails Software,Triple Tails Software,True,False,False,"Jan 30, 2025","{'OS': 'Win 10', 'Processor': 'Intel Core i3', 'Memory': '1 GB RAM', 'Graphics': 'GTX 1060', 'Storage': '500 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3176710/header.jpg?t=1741755164
384700,Umihara Kawase Shun,$11.99,N/A,N/A,full,Studio Saizensen,KOMODO,True,False,False,"Nov 24, 2015","{'OS *': 'Windows 7 / 8.1 / 10', 'Processor': 'Intel Core 2 Duo 2.0 GHz or faster processor', 'Memory': '2 GB RAM', 'Graphics': '256 MB VRAM', 'DirectX': 'Version 9.0c', 'Network': 'Broadband Internet connection', 'Storage': '130 MB available space', 'Sound Card': 'Direct Sound', 'Additional Notes': 'Controller recommended.'}",{},"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/384700/header.jpg?t=1698769880
2587260,Chill Seekers,$3.99,N/A,N/A,N/A,Lime Blossom Studio,Lime Blossom Studio,True,True,False,"Jun 13, 2024","{'OS': 'Windows 10', 'Processor': 'Intel i5 6500', 'Memory': '8000 MB RAM', 'Graphics': 'Nvidia 1060', 'Storage': '100 MB available space'}","{'OS': 'Windows 10', 'Processor': 'Intel i7 6500', 'Memory': '8000 MB RAM', 'Graphics': 'Nvidia 2060', 'Storage': '100 MB available space'}","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2587260/header.jpg?t=1730762674
2345470,Amazing Trip to Europe,$6.99,N/A,N/A,N/A,BrainVM Games,BrainVM Games,True,False,False,"Mar 21, 2023","{'OS *': 'Windows 7, 8, 10, 11', 'Processor': '500 MHz', 'Memory': '512 MB RAM', 'Graphics': 'Onboard Graphics', 'Storage': '2 GB available space'}",{},"['Single-player', 'Family Sharing']",['Casual'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2345470/header.jpg?t=1679383282
3325920,Blitzthera,Free,N/A,N/A,N/A,AimDash Studio,AimDash Studio,True,False,False,Coming soon,"{'OS': 'Windows 10', 'Processor': 'Intel® Core™ i7', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia GeForce GTX660 or equivalent', 'DirectX': 'Version 11', 'Network': 'Broadband Internet connection', 'Storage': '6 GB available space'}","{'OS': 'Windows 11', 'Processor': 'Intel® Core™ i9', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce RTX 3060 or equivalent', 'DirectX': 'Version 12', 'Network': 'Broadband Internet connection', 'Storage': '10 GB available space'}","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases', 'Family Sharing']","['Action', 'Indie', 'Strategy', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3325920/header.jpg?t=1742758838
383620,Flight Unlimited Las Vegas,$2.99,N/A,N/A,full,Flight Systems LLC,Flight Systems LLC,True,True,False,"Jul 8, 2015","{'OS *': 'Windows 7', 'Processor': 'Pentium 1.4Ghz', 'Memory': '2000 MB RAM', 'Graphics': '3D Graphics Card', 'Storage': '800 MB available space'}",{},"['Single-player', 'Full controller support', 'Family Sharing']","['Racing', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/383620/header.jpg?t=1447376869
1508840,Great Exploration VR: New Colony beyond Viking Raiders,$2.24,N/A,N/A,N/A,William at Oxford,William at Oxford,True,False,False,"Jan 12, 2021","{'OS *': 'Microsoft Windows 7', 'Processor': 'Intel Pentium G4560 / AMD FX 8300', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GTX  1050', 'DirectX': 'Version 11', 'Storage': '1.5 GB available space', 'Sound Card': 'NVIDIA High Definition Audio', 'VR Support': 'SteamVR'}","{'OS': 'Microsoft Windows 10', 'Processor': 'Intel Core i5-4590 / AMD FX 8350 or higher', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GTX  1050 or higher', 'DirectX': 'Version 11', 'Storage': '2 GB available space', 'Sound Card': 'NVIDIA High Definition Audio'}","['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Casual']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1508840/header.jpg?t=1658226343
2076830,HAXWARE: Enforcer Games,Free,N/A,N/A,full,HAX!,HAX!,True,True,True,To be announced,"{'OS *': 'Windows 7', 'Processor': 'Intel Core i3 2,00 GHz', 'Memory': '2 GB RAM', 'Graphics': 'Intel HD 520', 'Network': 'Broadband Internet connection', 'Storage': '200 MB available space'}","{'OS': 'Windows 10', 'Processor': 'Intel Core I5-4440 3,10 GHz', 'Graphics': 'Nvidia GeForce GTX650', 'Storage': '200 MB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2076830/header.jpg?t=1687880003
1585180,Drova - Forsaken Kin,$24.99,6155,78,full,Just2D,Deck13,True,True,True,"Oct 15, 2024","{'OS *': 'Windows 7/Windows 8/Windows 10', 'Processor': 'Dual Core Processor 2 Ghz', 'Memory': '2 GB RAM', 'Graphics': 'Integrated Graphics Card', 'DirectX': 'Version 9.0c', 'Storage': '4.03 GB available space'}",{},"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1585180/e5a59cc1e7741e71a663a7d86bb0d4739f1468d8/header_alt_assets_1.jpg?t=1743185622
2239360,Siheyuan,$2.99,N/A,N/A,full,We Are Muesli,N/A,True,True,False,"Nov 30, 2023","{'OS *': 'Windows 8 or newer', 'Processor': 'Intel Core i3 M380', 'Memory': '4 MB RAM', 'Graphics': 'Intel HD 4000', 'Storage': '500 MB available space'}",{},"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2239360/header.jpg?t=1737107627
2172390,Backrooms: Escape Together Playtest,Free,N/A,N/A,N/A,N/A,N/A,True,False,False,"Aug 20, 2024",{},{},[],[],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2172390/header.jpg?t=1724218414
1685610,Jigsaw Frame: Relax,$0.49,N/A,N/A,N/A,Nimos Games,Nimos Games,True,False,False,"Aug 6, 2021","{'OS *': 'Windows 7', 'Processor': 'Intel Core 2 Duo E4700', 'Memory': '2 GB RAM', 'Graphics': 'Intel HD 4000', 'DirectX': 'Version 10', 'Storage': '1 GB available space'}","{'OS': 'Windows 10', 'Processor': 'Intel Core i5 6500', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 750', 'DirectX': 'Version 12', 'Storage': '2 GB available space'}","['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1685610/header.jpg?t=1628312598
1238920,Future Fragments,$19.99,333,N/A,full,The Future Fragments Team,"Taboo Toad, Shady Corner Games",True,False,False,"Feb 22, 2024","{'OS *': 'Windows 7+', 'Processor': '2 GHz Dual Core', 'Memory': '2 GB RAM', 'Graphics': 'GeForce GTX 880M, AMD Radeon R9 Series, or similar', 'Storage': '2 GB available space', 'Sound Card': 'DirectX Compatible Sound Card'}","{'OS *': 'Windows 7+', 'Processor': '4 GHz Dual Core or better', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA Geforce GTX 1060, AMD Radeon RX 470, or better', 'Storage': '3 GB available space', 'Sound Card': 'DirectX Compatible Sound Card'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1238920/header.jpg?t=1744345749
750900,Fight desserts,$0.99,N/A,N/A,N/A,WTao,WTao,True,False,False,"Dec 1, 2017","{'OS *': 'Windows xp/vista/7/8/10', 'Processor': '2 Ghz', 'Memory': '1 GB RAM', 'Graphics': '256 MB', 'DirectX': 'Version 9.0', 'Storage': '100 MB available space', 'Sound Card': 'Any'}",{},"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/750900/header.jpg?t=1512176678
1276850,Kane's Shadow,Free,N/A,N/A,full,Plush Productions LLC,Plush Productions LLC,True,True,False,"Apr 22, 2020","{'OS': 'Windows 10', 'Processor': '1.4 GHz Quad-Core Intel Core i5 or equivalent', 'Memory': '2 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 650 or equivalent', 'Storage': '30 MB available space'}",{},"['Single-player', 'Full controller support']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1276850/header.jpg?t=1587611701
2288110,Illwind,Free,N/A,N/A,N/A,Truecrabs,Truecrabs,True,False,False,To be announced,"{'OS': 'Windows 10 or 11', 'Processor': 'AMD Ryzen 3600 or equivalent', 'Memory': '8 GB RAM', 'Graphics': 'Nvidia Geforce 960 2GB or equivalent', 'DirectX': 'Version 11', 'Network': 'Broadband Internet connection', 'Storage': '2 GB available space', 'Sound Card': 'Integrated'}","{'OS': 'Windows 10 or 11', 'Processor': 'AMD Ryzen 3600 or equivalent', 'Memory': '16 GB RAM', 'Graphics': 'Nvidia Geforce 1080 6GB or equivalent', 'DirectX': 'Version 11', 'Network': 'Broadband Internet connection', 'Storage': '2 GB available space', 'Sound Card': 'Integrated'}","['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2288110/header.jpg?t=1732879619
3306160,RealDol,$1.99,N/A,N/A,N/A,Gonggamorecontents Inc.,Gonggamorecontents Inc.,True,False,False,"Nov 17, 2024","{'OS *': 'Windows 7 (SP1+), Windows 10 and Windows 11', 'Processor': 'x86, x64 architecture with SSE2 instruction set support, ARM64.', 'Memory': '16 GB RAM', 'Graphics': 'DX10, DX11, DX12 capable.', 'DirectX': 'Version 10', 'Storage': '330 MB available space', 'Additional Notes': 'Hardware vendor officially supported drivers.'}",{},"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3306160/header.jpg?t=1731893177
428130,Walk The Light,$4.99,N/A,N/A,N/A,Anti Crunch Studios,Anti Crunch Studios,True,True,False,"Jan 4, 2016","{'OS *': 'Windows XP SP2 or higher', 'Processor': 'Intel Core 2 Duo 1.6ghz', 'Memory': '1 GB RAM', 'Graphics': 'Intel 945GM Express Chipset', 'DirectX': 'Version 9.0', 'Storage': '700 MB available space'}","{'OS *': 'Windows 7', 'Processor': 'Intel Core 2 Duo 2ghz', 'Memory': '1 GB RAM', 'Graphics': 'Geforce 8600', 'DirectX': 'Version 9.0', 'Storage': '700 MB available space'}","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/428130/header.jpg?t=1451955513
2223530,Jeju's fantasy,$2.99,N/A,N/A,N/A,Angel Rodriguez,Raycasting Studio,True,False,False,"Dec 15, 2023",{'OS': 'Windows 10'},{'OS': 'Windows 10/11'},"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2223530/header.jpg?t=1702675214
2913520,SYON,$3.99,N/A,N/A,full,Aury,Aury,True,True,False,"Apr 29, 2024","{'OS': 'Windows 10 64bit', 'Processor': 'intel Core i7 4770', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 970', 'DirectX': 'Version 11', 'Storage': '2 GB available space'}","{'OS': 'Windows 10 64bit', 'Processor': 'intel Core i7 4770', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 970', 'DirectX': 'Version 11', 'Storage': '2 GB available space'}","['Single-player', 'Full controller support', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2913520/header.jpg?t=1714621659
600290,The Forgotten Void,$2.99,N/A,N/A,full,Voidless Studios,Voidless Studios,True,False,False,"May 8, 2018","{'OS *': 'Windows 7 and above', 'Processor': '1.2 ghz', 'Memory': '4 GB RAM', 'Graphics': '512 mb video memory', 'DirectX': 'Version 10', 'Storage': '500 MB available space', 'Additional Notes': 'Controller Recommended'}",{},"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/600290/header.jpg?t=1663598866
3237550,WELCOME TO GREEDCORP,Free,N/A,N/A,N/A,Kimochi,Kimochi,True,False,False,To be announced,"{'OS *': 'Windows 7', 'Processor': '2 Ghz or faster processer', 'Memory': '512 MB RAM', 'Graphics': '2GB VRAM or higher', 'DirectX': 'Version 9.0a', 'Storage': '1 GB available space', 'Additional Notes': 'Keyboard and Mouse'}","{'OS': 'Windows 10', 'Processor': '2.40Ghz or faster processer', 'Graphics': '4GB VRAM or higher', 'DirectX': 'Version 10', 'Storage': '1 GB available space', 'Additional Notes': 'Keyboard and Mouse'}","['Single-player', 'Family Sharing']",['Indie'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3237550/header.jpg?t=1728411699
22610,Alien Breed: Impact,$1.99,959,64,N/A,Team17 Software Ltd.,Team17 Digital Ltd,True,False,False,"Jun 3, 2010","{'OS *': 'Windows&reg XP SP2 or later', 'Processor': '2.0+ GHZ Single Core Processor', 'Memory': '1GB RAM', 'Graphics': 'NVIDIA 6800+ or ATI Radeon X700+ Video Card', 'DirectX®': '9.0c', 'Hard Drive': '1.5 GB', 'Sound': 'Windows Supported Sound Card', 'Other Requirements': 'Internet connection required.'}",{},"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",['Action'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/22610/header.jpg?t=1741626879
768800,Race,$1.99,101,N/A,N/A,RewindApp,RewindApp,True,False,False,"Jan 9, 2018","{'OS *': 'Windows 7/8/10 - 64bits', 'Processor': '2 GHz Intel Pentium 4 or AMD Athlon or equivalent', 'Memory': '2 GB RAM', 'Graphics': 'Intel HD graphique', 'Storage': '700 MB available space', 'Sound Card': 'All'}",{},"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Casual', 'Indie', 'Racing', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/768800/header.jpg?t=1731171892
3515290,SEAPORT MAN,$1.99,N/A,N/A,N/A,RAYBIS GAMES,RAYBIS GAMES,True,False,False,"Mar 27, 2025","{'OS': 'Windows 11 x64', 'Processor': 'Intel/Amd', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia/Amd', 'DirectX': 'Version 12', 'Storage': '700 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Family Sharing']",['Indie'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3515290/header.jpg?t=1743123639
2368930,ISLANDERS: New Shores,Free,N/A,N/A,full,The Station,"Coatsink, Thunderful Publishing",True,True,False,2025,"{'OS': 'Windows 10 64-bit', 'Processor': 'Intel Corei7 4770K', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia GeForce GTX 950', 'DirectX': 'Version 11', 'Storage': '4 GB available space'}","{'OS': 'Windows 10 64-bit', 'Processor': 'Intel Core i5 8400', 'Memory': '8 GB RAM', 'Graphics': 'Nvidia GeForce GTX 1050', 'DirectX': 'Version 11', 'Storage': '4 GB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2368930/header.jpg?t=1742911653
1183510,Little Town Hero,$24.99,N/A,N/A,N/A,GAME FREAK inc.,GAME FREAK inc.,True,False,False,"Jul 9, 2020","{'OS': 'Windows 10', 'Memory': '4 GB RAM', 'Storage': '4 GB available space'}",{},"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['RPG'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1183510/header.jpg?t=1594317171
1454540,LAPIN,$18.99,221,N/A,N/A,Studio Doodal,Studio Doodal,True,False,False,"Aug 29, 2023","{'OS *': 'Windows 7 +', 'Processor': 'Dual core from Intel or AMD at 2.8 GHz', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia 450 GTS / Radeon HD 5750', 'DirectX': 'Version 11', 'Storage': '1 GB available space', 'Additional Notes': 'DirectX 9.1+ or OpenGL 3.2+'}","{'OS': 'Windows 10', 'Processor': 'Dual core from Intel or AMD at 2.8 GHz', 'Memory': '8 GB RAM', 'Graphics': 'nVidia GTX 750 / Radeon HD 7800', 'DirectX': 'Version 12', 'Storage': '2 GB available space', 'Additional Notes': 'DirectX 9.1+ or OpenGL 3.2+'}","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1454540/header.jpg?t=1726499720
