appid,name,price,recommendations,metacritic,controller_support,developers,publishers,platforms_windows,platforms_mac,platforms_linux,release_date,minimum_req,recommended_req,categories,genres,header_image
2096030,Snow Plowing Simulator,$15.99,168,N/A,N/A,FreeMind S.A.,"PlayWay S.A., FreeMind S.A.",True,False,False,"Jun 19, 2024","{'OS': 'Windows(64-bit) 10 or Newer', 'Processor': 'Intel Core i5 3.0 GHz', 'Memory': '4 GB RAM', 'Graphics': 'NVidia GeForce RTX 2060', 'DirectX': 'Version 11', 'Storage': '20 GB available space', 'Sound Card': 'DirectX compatible'}","{'OS': 'Windows(64-bit) 10 or Newer', 'Processor': 'Intel Core i7 3.4 GHz', 'Graphics': 'NVidia GeForce RTX 2080', 'DirectX': 'Version 12', 'Storage': '20 GB available space', 'Sound Card': 'DirectX compatible'}","['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2096030/header.jpg?t=1744106278
1520090,Jin Conception,$7.49,N/A,N/A,N/A,Jin Wave Studio LLC,Jin Wave Studio LLC,True,False,False,"May 12, 2021","{'OS *': 'Windows 7 or 10', 'Processor': 'Intel Core Duo', 'Memory': '1 GB RAM', 'Graphics': '128MB', 'Storage': '512 MB available space'}",{'OS': 'Windows 10'},"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1520090/header.jpg?t=1731201442
2789270,Arcane Weave,Free,N/A,N/A,N/A,Izanami Workshop,Izanami Workshop,True,False,False,Coming soon,"{'OS *': 'Windows 7+', 'Processor': '2.5 GHz', 'Memory': '2 GB RAM', 'DirectX': 'Version 9.0', 'Storage': '500 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2789270/header.jpg?t=1720638781
1060110,Space Trade Fleet 1.5,$0.99,N/A,N/A,N/A,Zeta Heo,Zeta Heo,True,False,False,"Apr 19, 2019","{'OS *': 'Vista or Windows 7 (DirectX 11 required)', 'Processor': 'Dual-Core CPU', 'Memory': '2 GB RAM', 'DirectX': 'Version 11', 'Storage': '250 MB available space'}","{'OS *': 'Windows 8, 8.1, or 10', 'Processor': 'Quard-Core CPU or above', 'Memory': '4 GB RAM', 'DirectX': 'Version 12', 'Storage': '250 MB available space'}","['Single-player', 'Family Sharing']","['Action', 'Casual', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1060110/header.jpg?t=1564830465
2265030,Age Of Cards - Ra's Chess Playtest,Free,N/A,N/A,N/A,N/A,N/A,True,False,False,"Mar 25, 2024",{},{},[],[],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2265030/header.jpg?t=1711387427
368390,The Darkside Detective,$14.99,3381,77,full,Spooky Doorway,Akupara Games,True,True,True,"Jul 27, 2017","{'OS': 'Windows 10', 'Processor': '3rd Gen i3/AMD FX-4100 Series', 'Memory': '4 GB RAM', 'Graphics': 'Intel HD (Integrated), GeForce 6 Series/Radeon R7 Series', 'Storage': '1 GB available space'}","{'OS': 'Windows 10', 'Processor': '4th Gen i3/1st Gen Ryzen', 'Memory': '4 GB RAM', 'Graphics': 'GeForce 7 Series/Radeon R7 Series (or better)', 'Storage': '2 GB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/368390/header.jpg?t=1735923220
2260150,Pomegranate Tea,Free,N/A,N/A,N/A,Higanbana,Higanbana,True,True,False,Coming soon,"{'OS *': 'WIN XP/Vista/7/8/10/11', 'Processor': '2 GHz', 'Memory': '1 GB RAM', 'Graphics': 'DirectX 9 Compatible Graphics Card', 'Storage': '500 MB available space'}","{'OS *': 'WIN XP/Vista/7/8/10/11', 'Processor': '2 GHz', 'Memory': '2 GB RAM', 'Graphics': 'DirectX 9 Compatible Graphics Card', 'Storage': '500 MB available space'}","['Single-player', 'Steam Achievements', 'Family Sharing']",['Adventure'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2260150/header.jpg?t=1681837479
1706220,KOBOLOK,$9.99,N/A,N/A,N/A,WooFoo,WooFoo Games,True,False,False,"Oct 20, 2021","{'OS *': 'Windows 7,8,10', 'Processor': '2 GHz', 'Memory': '600 MB RAM', 'Graphics': 'GeForce GT 610 / Intel (R) HD Graphics 5300', 'Storage': '500 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Family Sharing']",['Adventure'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1706220/header.jpg?t=1691825666
3410060,Sufficient Level Poker Master,Free,N/A,N/A,N/A,QiXiaSoft,QiXiaSoft,True,False,False,To be announced,"{'Memory': '500 MB RAM', 'Network': 'Broadband Internet connection', 'Storage': '300 MB available space'}","{'Memory': '2 GB RAM', 'Network': 'Broadband Internet connection', 'Storage': '300 MB available space'}","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer']","['Casual', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy', 'Free To Play']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3410060/header.jpg?t=1736507480
3224540,VOIDFACE,Free,N/A,N/A,full,Frog Hat Labs,Frog Hat Labs,True,False,False,2025,"{'OS *': 'Windows 7, 64-bit', 'Processor': 'Dual Core (2.0 GHZ)', 'Memory': '2 GB RAM', 'Graphics': 'Dedicated graphics card with 512MB VRAM', 'DirectX': 'Version 9.0c', 'Storage': '200 MB available space', 'Additional Notes': 'Ensure WebGL is supported and enabled on your device.'}","{'OS': 'Windows 10, 64bit', 'Processor': 'Quad Core (3.0 GHZ)', 'Memory': '4 GB RAM'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3224540/header.jpg?t=1741568774
2087610,UFO: Unidentified Falling Objects,$14.99,119,N/A,full,Andrew Morrish,Arc Games,True,False,False,"Aug 9, 2023","{'OS *': 'Windows 7/8/8.1/10', 'Processor': '1.8GHz', 'Memory': '4 GB RAM', 'Graphics': '512MB video memory', 'Additional Notes': 'Minimum resolution of 1280x720'}",{},"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2087610/header.jpg?t=1717107569
1519280,Zombie Neighborhood,Free,N/A,N/A,full,Playlearn,Playlearn,True,False,False,Coming soon,"{'OS *': 'Windows 7 (SP1+)', 'Processor': 'Core i3', 'Graphics': 'IGP', 'DirectX': 'Version 11', 'Storage': '4 GB available space'}","{'OS': 'Windows 10', 'Processor': 'Core i5', 'Memory': '8 MB RAM', 'Graphics': 'GTX 1050', 'DirectX': 'Version 11', 'Storage': '4 GB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1519280/header.jpg?t=1668777561
1475200,Pickup Basketball VR,$9.99,N/A,N/A,N/A,Revog Games,Ron Revog,True,False,False,"Feb 26, 2021","{'OS': 'Windows 10', 'Processor': 'Intel Core i5-4590', 'Memory': '8 GB RAM', 'Graphics': 'Nvidia GeForce GTX 970', 'Storage': '900 MB available space', 'VR Support': 'SteamVR'}",{},"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Tracked Controller Support', 'VR Only', 'Steam Cloud', 'Family Sharing']","['Sports', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1475200/header.jpg?t=1623702920
2549890,Final Flock Playtest,Free,N/A,N/A,N/A,N/A,N/A,True,False,False,"Dec 20, 2023",{},{},[],[],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2549890/header.jpg?t=1703104664
320540,Coffin Dodgers,$10.99,315,N/A,full,Milky Tea Studios,Milky Tea Studios,True,True,True,"Jul 8, 2015","{'OS *': 'Windows XP', 'Processor': '2.2 dual core', 'Memory': '4 GB RAM', 'Graphics': 'Graphics card with around 256mb memory (ATI Mobility Radeon HD 4570, Nvidia Quadro fx 3450)', 'DirectX': 'Version 9.0c', 'Storage': '1500 MB available space', 'VR Support': 'Oculus PC', 'Additional Notes': ""Spec will be revised continually during Early Access. Don't currently support Intel Onboard graphics""}","{'OS *': 'Windows 7', 'Processor': 'Intel Core i5 2.5 GHz or AMD FX 4.0 GHz', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA® GeForce® GTX GPU 2GB GDDR5', 'DirectX': 'Version 9.0c', 'Storage': '1500 MB available space', 'Additional Notes': ""Spec will be revised continually during Early Access. Don't currently support Intel Onboard graphics""}","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Racing']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/320540/header.jpg?t=1738237214
2939440,The Adventures of Prince Shiratama ~Climb the mountains~,$1.99,N/A,N/A,full,Leon Gameworks,Leon Gameworks,True,False,False,"Jun 5, 2024","{'OS *': 'Windows 8, 10 or 11 64bit', 'Processor': 'Intel® Core™ i5 or AMD Ryzen™ 5', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA® GeForce® GTX 1060', 'DirectX': 'Version 11', 'Storage': '1 GB available space'}","{'OS': 'Windows 10 or 11 64bit', 'Processor': 'Intel® Core™ i7 or AMD Ryzen™ 7', 'Memory': '16 GB RAM', 'Graphics': 'NVIDIA® GeForce® GTX 1650', 'DirectX': 'Version 12', 'Storage': '1 GB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2939440/header.jpg?t=1738557167
1456380,Remote Knights Online,Free,N/A,N/A,N/A,Schmidt Bros,Schmidt Bros,True,True,False,To be announced,"{'OS *': 'Windows 7/8/10 (64-bit OS required)', 'Processor': 'Intel Core i5-2300 2.8 GHz/AMD Phenom II X4 945 3.0 GHz or equivalent', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GTX 550 Ti 2GB/AMD Radeon HD 7870 2GB or equivalent', 'Storage': '10 GB available space'}",{},"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1456380/header.jpg?t=1699746475
2545200,Animaloid Girl,Free,N/A,N/A,N/A,PANDRI-DON,PANDRI-DON,True,False,False,2025,"{'OS': 'Windows10,11', 'Processor': 'Intel® Core ™ i5 or more', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 960 or AMD Radeon RX 460', 'DirectX': 'Version 12', 'Storage': '2 GB available space'}","{'OS': 'Windows10,11', 'Processor': 'Intel® Core ™ i7 or more', 'Memory': '16 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 1060 or AMD Radeon RX 570', 'DirectX': 'Version 12', 'Storage': '2 GB available space'}","['Single-player', 'Family Sharing']","['Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2545200/header.jpg?t=1734015054
443700,The Inner Sea,$11.99,N/A,N/A,N/A,dsquare,dsquare,True,True,False,"Mar 30, 2016","{'OS *': '64-bit: Windows 7+', 'Processor': '2.2GHz Dual Core Processor', 'Memory': '2 GB RAM', 'Graphics': 'OpenGL 3.3+ Compliant', 'Storage': '1 GB available space'}","{'OS *': '64-bit: Windows 7+', 'Processor': '2.4 GHz Quad Core Processor', 'Memory': '4 GB RAM', 'Graphics': 'OpenGL 3.3+ Compliant', 'Storage': '1 GB available space'}","['Single-player', 'Family Sharing']","['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/443700/header.jpg?t=1529680202
664120,Wildlife Park Gold Reloaded,$9.99,N/A,N/A,N/A,b-alive gmbh,b-alive gmbh,True,False,False,"Feb 2, 2018","{'OS *': 'Windows 10/8/7', 'Processor': 'x86', 'Memory': '512 MB RAM', 'Graphics': 'DirectX 8.1 compatible, 64 MB RAM, Pixelshader 1.1, Vertexshader 1.1', 'DirectX': 'Version 9.0', 'Storage': '500 MB available space'}",{},"['Single-player', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/664120/header.jpg?t=1549969679
2268280,Full Court Heroes,Free,N/A,N/A,full,Tireswing Games,Tireswing Games,True,True,True,"May 19, 2025","{'OS *': 'Windows 7+', 'Processor': 'Intel Core 2 Duo E8400', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GeForce 8200M G', 'Storage': '100 MB available space'}","{'OS *': 'Windows 7+', 'Processor': 'Intel i3+', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GeForce 6200', 'Network': 'Broadband Internet connection', 'Storage': '100 MB available space'}","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Includes level editor', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2268280/header.jpg?t=1743864307
1690790,Hate Free Heroes RPG [2D/3D RPG Enhanced],$7.99,N/A,N/A,N/A,Hate Free Heroes,Hate Free Heroes,True,False,False,"May 17, 2023","{'OS *': 'Windows XP/Vista 7/8/10', 'Processor': 'AMD / Intel i3 2.0GHz or higher', 'Memory': '5 GB RAM', 'Graphics': '1920×1080 or better video resolution', 'Network': 'Broadband Internet connection', 'Storage': '2 GB available space', 'Sound Card': 'Basic Sound Card'}","{'OS *': 'Windows XP/Vista 7/8/10', 'Processor': 'AMD / Intel i7 3.60GHz or higher', 'Memory': '8 GB RAM', 'Graphics': '1920×1080 or better video resolution', 'Network': 'Broadband Internet connection', 'Storage': '2 GB available space', 'Sound Card': 'Basic Sound Card'}","['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1690790/header.jpg?t=1707095873
16130,Fish Tycoon,$9.99,103,N/A,N/A,Last Day of Work,N/A,True,False,False,"May 12, 2008","{'Supported OS': 'Windows 2000/XP/Vista', 'Processor': 'Pentium III 500', 'Memory': '96 MB', 'Graphics': '16MB of VRAM', 'DirectX Version': 'DirectX 7.0 or later', 'Hard Drive': '200 MB'}",{},"['Single-player', 'Family Sharing']","['Casual', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/16130/header.jpg?t=1447351298
2776560,Spellbound FPS,$0.99,N/A,N/A,N/A,Zach Wise,Zach Wise,True,False,False,"Mar 4, 2024",{'OS': '10'},{},"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2776560/header.jpg?t=1710785221
2074740,Particle Hearts,Free,N/A,N/A,full,Underwater Fire,First Break Labs,True,True,False,Coming soon,"{'OS': 'Windows 10', 'Processor': 'Intel or AMD Dual Core CPU', 'Memory': '8 GB RAM', 'Graphics': 'Geforce GTX 750 / Radeon R7260X with 1GB Memory', 'DirectX': 'Version 10', 'Storage': '4 GB available space', 'Sound Card': 'DirectX compatible sound card'}",{},"['Single-player', 'Full controller support', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2074740/1cdedd88078ffafde93f0d10e0cfa4dd5917bb87/header.jpg?t=1744048397
3198400,Cat Tree,Free,N/A,N/A,N/A,Kikimora,Kikimora,True,True,False,Q3 2025,"{'OS': 'Windows 10', 'Processor': '2 GHz', 'Memory': '4 GB RAM', 'Graphics': '512MB'}",{},"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Commentary available', 'Family Sharing', 'Steam Timeline']","['Casual', 'Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3198400/header.jpg?t=1734102325
1595280,卡牌缔造者-CardMaker,$9.99,206,N/A,N/A,oldhc,oldhc,True,False,False,"Jan 27, 2022","{'OS *': 'Windows 7 / Windows 8 / Windows 10 64 bit', 'Processor': '2.50GHz', 'Memory': '4 GB RAM', 'Graphics': 'HD4400', 'Storage': '500 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Casual', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1595280/header.jpg?t=1690150013
2076070,Marble Smashers,$7.99,N/A,N/A,full,CrossPalace,CrossPalace,True,False,False,"Jun 11, 2024","{'OS *': 'Windows 7, Windows 8.1, Windows 10', 'Processor': 'Intel(R) Core(TM) i5-7600K @ 3.50 GHz', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 960 or AMD Radeon RX 480', 'DirectX': 'Version 11', 'Storage': '2 GB available space'}","{'OS *': 'Windows 7, Windows 8.1, Windows 10', 'Processor': 'Intel(R) Core(TM) i7-9700 @ 3.60 GHz', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 960 or AMD Radeon RX 480', 'DirectX': 'Version 11', 'Storage': '2 GB available space'}","['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2076070/header.jpg?t=1722615572
2474250,An Other Golf Game,$13.99,N/A,N/A,N/A,troy,troy,True,False,False,"Oct 30, 2024","{'OS': 'Windows 10', 'Processor': 'Intel Core i5 or AMD equivalent', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia GTX 1080 or AMD equivalent', 'Storage': '4 GB available space'}","{'OS': 'Windows 10', 'Processor': 'Intel Core i7', 'Memory': '8 GB RAM', 'Graphics': 'Nvidia 3060', 'Storage': '4 GB available space'}","['Single-player', 'Steam Achievements', 'Family Sharing']","['Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2474250/header.jpg?t=1741302001
2583430,Alice in the Nightmare Land,$12.99,233,N/A,N/A,Tsukki's Tea Party,OTAKU Plan,True,False,False,"Jun 7, 2024","{'OS': '10', 'Processor': '3+ GHz Processor', 'Memory': '8 GB RAM', 'Graphics': 'DirectX 11/OpenGL 4.1 capable GPU', 'DirectX': 'Version 11', 'Storage': '1 GB available space'}","{'OS': '11', 'Processor': '3+ GHz Processor', 'Memory': '8 GB RAM', 'Graphics': 'OpenGL ES 2.0 hardware driver support required for WebGL acceleration. (AMD Catalyst 10.9, nVidia 358.50)', 'DirectX': 'Version 11', 'Storage': '2 GB available space'}","['Single-player', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2583430/header.jpg?t=1740971742
2290290,1000 Rogues,Free,N/A,N/A,N/A,Robert Kopania,Hyperstrange,True,False,False,To be announced,"{'OS': 'Windows 10', 'Processor': 'Intel i5 4th gen or equivalent', 'Memory': '4 GB RAM', 'Graphics': 'GTX 660', 'DirectX': 'Version 10', 'Storage': '500 MB available space'}",{},"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2290290/header.jpg?t=1738058604
2219890,THE MUTE HOUSE,$12.99,167,N/A,full,December Blues Games,December Blues Games,True,False,False,"Jan 27, 2025","{'OS *': 'Windows 7', 'Processor': 'i5-3427U, Amd Athlon x4 750k or equivalent', 'Memory': '8 GB RAM', 'Graphics': 'GeForce GTX 960'}","{'OS': 'Windows 10, Windows 11', 'Processor': 'Intel i5 6500, AMD Ryzen 3-1200 or above', 'Memory': '8 GB RAM', 'Graphics': 'GeForce GTX 1060', 'DirectX': 'Version 11'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2219890/header.jpg?t=1740162858
